,name,author,user_rating,reviews,price,year,genre,Name,Author,User Rating,Reviews,Price,Year,Genre
175,,,,,,,,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477.0,28.0,2012.0,Non Fiction
176,,,,,,,,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325.0,24.0,2012.0,Non Fiction
177,,,,,,,,The Amateur,Edward Klein,4.6,2580.0,9.0,2012.0,Non Fiction
178,,,,,,,,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Mark Hyman M.D.,4.2,1789.0,14.0,2012.0,Non Fiction
179,,,,,,,,The Casual Vacancy,J.K. Rowling,3.3,9372.0,12.0,2012.0,Fiction
180,,,,,,,,The Fault in Our Stars,John Green,4.7,50482.0,13.0,2012.0,Fiction
181,,,,,,,,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207.0,6.0,2012.0,Non Fiction
182,,,,,,,,The Great Gatsby,F. Scott Fitzgerald,4.4,11616.0,7.0,2012.0,Fiction
183,,,,,,,,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,4.6,11098.0,13.0,2012.0,Fiction
184,,,,,,,,The Hunger Games (Book 1),Suzanne Collins,4.7,32122.0,8.0,2012.0,Fiction
185,,,,,,,,The Hunger Games Trilogy Boxed Set (1),Suzanne Collins,4.8,16949.0,30.0,2012.0,Fiction
186,,,,,,,,The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.7,9289.0,9.0,2012.0,Non Fiction
187,,,,,,,,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,4247.0,13.0,2012.0,Non Fiction
188,,,,,,,,"The Mark of Athena (Heroes of Olympus, Book 3)",Rick Riordan,4.8,6247.0,10.0,2012.0,Fiction
189,,,,,,,,The Official SAT Study Guide,The College Board,4.4,1201.0,40.0,2012.0,Non Fiction
190,,,,,,,,The Pioneer Woman Cooks: Food from My Frontier,Ree Drummond,4.8,2876.0,21.0,2012.0,Non Fiction
191,,,,,,,,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.6,10795.0,21.0,2012.0,Non Fiction
192,,,,,,,,The Racketeer,John Grisham,4.3,14493.0,18.0,2012.0,Fiction
193,,,,,,,,"The Serpent's Shadow (The Kane Chronicles, Book 3)",Rick Riordan,4.8,2091.0,12.0,2012.0,Fiction
194,,,,,,,,"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Jeff Kinney,4.7,6377.0,7.0,2012.0,Fiction
195,,,,,,,,"Thinking, Fast and Slow",Daniel Kahneman,4.6,11034.0,19.0,2012.0,Non Fiction
196,,,,,,,,Thomas Jefferson: The Art of Power,Jon Meacham,4.5,1904.0,23.0,2012.0,Non Fiction
197,,,,,,,,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673.0,16.0,2012.0,Non Fiction
198,,,,,,,,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7497.0,6.0,2012.0,Non Fiction
199,,,,,,,,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,4.4,17044.0,18.0,2012.0,Non Fiction
200,,,,,,,,Winter of the World: Book Two of the Century Trilogy,Ken Follett,4.5,10760.0,15.0,2012.0,Fiction
201,,,,,,,,Allegiant,Veronica Roth,3.9,6310.0,13.0,2013.0,Fiction
202,,,,,,,,And the Mountains Echoed,Khaled Hosseini,4.3,12159.0,13.0,2013.0,Fiction
203,,,,,,,,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,4.8,1329.0,10.0,2013.0,Non Fiction
204,,,,,,,,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,4.4,4642.0,13.0,2013.0,Non Fiction
205,,,,,,,,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,4.5,6679.0,105.0,2013.0,Non Fiction
206,,,,,,,,"Diary of a Wimpy Kid: Hard Luck, Book 8",Jeff Kinney,4.8,6812.0,0.0,2013.0,Fiction
207,,,,,,,,Divergent,Veronica Roth,4.6,27098.0,15.0,2013.0,Fiction
208,,,,,,,,Doctor Sleep: A Novel,Stephen King,4.7,15845.0,13.0,2013.0,Fiction
209,,,,,,,,Fifty Shades of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series),E L James,3.8,47265.0,14.0,2013.0,Fiction
210,,,,,,,,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R.R. Martin,4.6,5594.0,5.0,2013.0,Fiction
211,,,,,,,,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,Brian Kilmeade,4.6,4799.0,16.0,2013.0,Non Fiction
212,,,,,,,,Gone Girl,Gillian Flynn,4.0,57271.0,10.0,2013.0,Fiction
213,,,,,,,,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)",Sherri Duskey Rinker,4.9,7038.0,7.0,2013.0,Fiction
214,,,,,,,,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",Phil Robertson,4.8,4148.0,11.0,2013.0,Non Fiction
215,,,,,,,,Humans of New York,Brandon Stanton,4.8,3490.0,15.0,2013.0,Non Fiction
216,,,,,,,,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,4.7,4896.0,17.0,2013.0,Non Fiction
217,,,,,,,,Inferno,Dan Brown,4.1,29651.0,14.0,2013.0,Fiction
218,,,,,,,,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576.0,8.0,2013.0,Non Fiction
219,,,,,,,,Joyland (Hard Case Crime),Stephen King,4.5,4748.0,12.0,2013.0,Fiction
220,,,,,,,,Killing Jesus (Bill O'Reilly's Killing Series),Bill O'Reilly,4.5,11391.0,12.0,2013.0,Non Fiction
221,,,,,,,,Knock-Knock Jokes for Kids,Rob Elliott,4.5,3673.0,4.0,2013.0,Non Fiction
222,,,,,,,,Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990.0,4.0,2013.0,Non Fiction
223,,,,,,,,"Lean In: Women, Work, and the Will to Lead",Sheryl Sandberg,4.5,6132.0,13.0,2013.0,Non Fiction
224,,,,,,,,"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834.0,8.0,2013.0,Fiction
225,,,,,,,,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,4.3,13616.0,10.0,2013.0,Non Fiction
226,,,,,,,,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580.0,46.0,2013.0,Non Fiction
227,,,,,,,,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,4.6,10009.0,7.0,2013.0,Non Fiction
228,,,,,,,,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Rush Limbaugh,4.9,7150.0,12.0,2013.0,Fiction
229,,,,,,,,Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Ian K. Smith M.D.,4.1,2272.0,6.0,2013.0,Non Fiction
230,,,,,,,,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual…",Zhi Gang Sha,4.6,220.0,17.0,2013.0,Non Fiction
231,,,,,,,,StrengthsFinder 2.0,Gallup,4.0,5069.0,17.0,2013.0,Non Fiction
232,,,,,,,,Sycamore Row (Jake Brigance),John Grisham,4.5,23114.0,18.0,2013.0,Fiction
233,,,,,,,,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477.0,28.0,2013.0,Non Fiction
234,,,,,,,,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,9325.0,24.0,2013.0,Non Fiction
235,,,,,,,,The Book Thief,Markus Zusak,4.6,23148.0,6.0,2013.0,Fiction
236,,,,,,,,The Day the Crayons Quit,Drew Daywalt,4.8,8922.0,9.0,2013.0,Fiction
237,,,,,,,,The Fault in Our Stars,John Green,4.7,50482.0,13.0,2013.0,Fiction
238,,,,,,,,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.6,3207.0,6.0,2013.0,Non Fiction
239,,,,,,,,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308.0,6.0,2013.0,Non Fiction
240,,,,,,,,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,33844.0,20.0,2013.0,Fiction
241,,,,,,,,The Great Gatsby,F. Scott Fitzgerald,4.4,11616.0,7.0,2013.0,Fiction
242,,,,,,,,"The House of Hades (Heroes of Olympus, Book 4)",Rick Riordan,4.8,6982.0,14.0,2013.0,Fiction
243,,,,,,,,The Legend of Zelda: Hyrule Historia,Patrick Thorpe,4.9,5396.0,20.0,2013.0,Fiction
244,,,,,,,,The Official SAT Study Guide,The College Board,4.4,1201.0,40.0,2013.0,Non Fiction
245,,,,,,,,"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Ree Drummond,4.8,2663.0,17.0,2013.0,Non Fiction
246,,,,,,,,The Very Hungry Caterpillar,Eric Carle,4.9,19546.0,5.0,2013.0,Fiction
247,,,,,,,,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,4.7,7034.0,15.0,2013.0,Non Fiction
248,,,,,,,,To Kill a Mockingbird,Harper Lee,4.8,26234.0,0.0,2013.0,Fiction
249,,,,,,,,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",William Davis,4.4,7497.0,6.0,2013.0,Non Fiction
250,,,,,,,,Wonder,R. J. Palacio,4.8,21625.0,9.0,2013.0,Fiction
251,,,,,,,,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,George R. R. Martin,4.7,19735.0,30.0,2014.0,Fiction
252,,,,,,,,All the Light We Cannot See,Anthony Doerr,4.6,36348.0,14.0,2014.0,Fiction
253,,,,,,,,Capital in the Twenty First Century,Thomas Piketty,4.5,2884.0,28.0,2014.0,Non Fiction
254,,,,,,,,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",American Psychiatric Association,4.5,6679.0,105.0,2014.0,Non Fiction
255,,,,,,,,Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,4.8,6540.0,22.0,2014.0,Fiction
256,,,,,,,,Divergent,Veronica Roth,4.6,27098.0,15.0,2014.0,Fiction
257,,,,,,,,Divergent / Insurgent,Veronica Roth,4.5,17684.0,6.0,2014.0,Fiction
258,,,,,,,,First 100 Words,Roger Priddy,4.7,17323.0,4.0,2014.0,Non Fiction
259,,,,,,,,Frozen (Little Golden Book),RH Disney,4.7,3642.0,0.0,2014.0,Fiction
260,,,,,,,,Gone Girl,Gillian Flynn,4.0,57271.0,9.0,2014.0,Fiction
261,,,,,,,,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",David Perlmutter MD,4.6,5972.0,10.0,2014.0,Non Fiction
262,,,,,,,,How to Win Friends & Influence People,Dale Carnegie,4.7,25001.0,11.0,2014.0,Non Fiction
263,,,,,,,,Humans of New York,Brandon Stanton,4.8,3490.0,15.0,2014.0,Non Fiction
264,,,,,,,,If I Stay,Gayle Forman,4.3,7153.0,9.0,2014.0,Fiction
265,,,,,,,,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576.0,8.0,2014.0,Non Fiction
266,,,,,,,,JOURNEY TO THE ICE P,RH Disney,4.6,978.0,0.0,2014.0,Fiction
267,,,,,,,,Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series),Bill O'Reilly,4.6,10927.0,6.0,2014.0,Non Fiction
268,,,,,,,,Knock-Knock Jokes for Kids,Rob Elliott,4.5,3673.0,4.0,2014.0,Non Fiction
269,,,,,,,,Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990.0,4.0,2014.0,Non Fiction
270,,,,,,,,Little Blue Truck,Alice Schertle,4.9,1884.0,0.0,2014.0,Fiction
271,,,,,,,,Looking for Alaska,John Green,4.5,8491.0,7.0,2014.0,Fiction
272,,,,,,,,Love You Forever,Robert Munsch,4.8,18613.0,5.0,2014.0,Fiction
273,,,,,,,,Make It Ahead: A Barefoot Contessa Cookbook,Ina Garten,4.5,1386.0,20.0,2014.0,Non Fiction
274,,,,,,,,Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542.0,10.0,2014.0,Non Fiction
275,,,,,,,,"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834.0,8.0,2014.0,Fiction
276,,,,,,,,Orphan Train,Christina Baker Kline,4.6,21930.0,11.0,2014.0,Fiction
277,,,,,,,,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580.0,46.0,2014.0,Non Fiction
278,,,,,,,,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Rush Limbaugh,4.9,3836.0,12.0,2014.0,Fiction
279,,,,,,,,StrengthsFinder 2.0,Gallup,4.0,5069.0,17.0,2014.0,Non Fiction
280,,,,,,,,The 5 Love Languages: The Secret to Love That Lasts,Gary Chapman,4.7,3477.0,28.0,2014.0,Non Fiction
281,,,,,,,,The Alchemist,Paulo Coelho,4.7,35799.0,39.0,2014.0,Fiction
282,,,,,,,,The Blood of Olympus (The Heroes of Olympus (5)),Rick Riordan,4.8,6600.0,11.0,2014.0,Fiction
283,,,,,,,,The Book Thief,Markus Zusak,4.6,23148.0,6.0,2014.0,Fiction
284,,,,,,,,The Book with No Pictures,B. J. Novak,4.8,8081.0,8.0,2014.0,Fiction
285,,,,,,,,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358.0,12.0,2014.0,Non Fiction
286,,,,,,,,The Day the Crayons Quit,Drew Daywalt,4.8,8922.0,9.0,2014.0,Fiction
287,,,,,,,,The Fault in Our Stars,John Green,4.7,50482.0,7.0,2014.0,Fiction
288,,,,,,,,The Fault in Our Stars,John Green,4.7,50482.0,13.0,2014.0,Fiction
289,,,,,,,,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,3.9,33844.0,20.0,2014.0,Fiction
290,,,,,,,,The Great Gatsby,F. Scott Fitzgerald,4.4,11616.0,7.0,2014.0,Fiction
291,,,,,,,,The Maze Runner (Book 1),James Dashner,4.5,10101.0,8.0,2014.0,Fiction
292,,,,,,,,The Official SAT Study Guide,The College Board,4.4,1201.0,40.0,2014.0,Non Fiction
293,,,,,,,,The Very Hungry Caterpillar,Eric Carle,4.9,19546.0,5.0,2014.0,Fiction
294,,,,,,,,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128.0,23.0,2014.0,Non Fiction
295,,,,,,,,To Kill a Mockingbird,Harper Lee,4.8,26234.0,0.0,2014.0,Fiction
296,,,,,,,,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,DK,4.5,2586.0,5.0,2014.0,Fiction
297,,,,,,,,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673.0,13.0,2014.0,Non Fiction
298,,,,,,,,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,4.8,29673.0,16.0,2014.0,Non Fiction
299,,,,,,,,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,4.7,9292.0,17.0,2014.0,Non Fiction
300,,,,,,,,Wonder,R. J. Palacio,4.8,21625.0,9.0,2014.0,Fiction
301,,,,,,,,Adult Coloring Book: Stress Relieving Animal Designs,Blue Star Coloring,4.6,2925.0,6.0,2015.0,Non Fiction
302,,,,,,,,Adult Coloring Book: Stress Relieving Patterns,Blue Star Coloring,4.4,2951.0,6.0,2015.0,Non Fiction
303,,,,,,,,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley…",Coloring Books for Adults,4.5,2426.0,8.0,2015.0,Non Fiction
304,,,,,,,,All the Light We Cannot See,Anthony Doerr,4.6,36348.0,14.0,2015.0,Fiction
305,,,,,,,,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,4.6,15921.0,9.0,2015.0,Non Fiction
306,,,,,,,,Baby Touch and Feel: Animals,DK,4.6,5360.0,5.0,2015.0,Non Fiction
307,,,,,,,,Balance (Angie's Extreme Stress Menders),Angie Grace,4.6,1909.0,11.0,2015.0,Non Fiction
308,,,,,,,,Being Mortal: Medicine and What Matters in the End,Atul Gawande,4.8,11113.0,15.0,2015.0,Non Fiction
309,,,,,,,,Between the World and Me,Ta-Nehisi Coates,4.7,10070.0,13.0,2015.0,Non Fiction
310,,,,,,,,Creative Haven Creative Cats Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,4022.0,4.0,2015.0,Non Fiction
311,,,,,,,,Creative Haven Owls Coloring Book (Adult Coloring),Marjorie Sarnat,4.8,3871.0,5.0,2015.0,Non Fiction
312,,,,,,,,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,10922.0,5.0,2015.0,Fiction
313,,,,,,,,Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),Marty Noble,4.6,2134.0,5.0,2015.0,Non Fiction
314,,,,,,,,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints…",Johanna Basford,4.7,5413.0,9.0,2015.0,Non Fiction
315,,,,,,,,First 100 Words,Roger Priddy,4.7,17323.0,4.0,2015.0,Non Fiction
316,,,,,,,,Giraffes Can't Dance,Giles Andreae,4.8,14038.0,4.0,2015.0,Fiction
317,,,,,,,,Go Set a Watchman: A Novel,Harper Lee,3.6,14982.0,19.0,2015.0,Fiction
318,,,,,,,,Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series),E L James,4.4,25624.0,14.0,2015.0,Fiction
319,,,,,,,,Harry Potter Coloring Book,Scholastic,4.7,3564.0,9.0,2015.0,Non Fiction
320,,,,,,,,How to Win Friends & Influence People,Dale Carnegie,4.7,25001.0,11.0,2015.0,Non Fiction
321,,,,,,,,Humans of New York : Stories,Brandon Stanton,4.9,2812.0,17.0,2015.0,Non Fiction
322,,,,,,,,Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Sarah Young,4.9,19576.0,8.0,2015.0,Non Fiction
323,,,,,,,,Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series),Bill O'Reilly,4.6,5235.0,5.0,2015.0,Non Fiction
324,,,,,,,,Knock-Knock Jokes for Kids,Rob Elliott,4.5,3673.0,4.0,2015.0,Non Fiction
325,,,,,,,,Laugh-Out-Loud Jokes for Kids,Rob Elliott,4.6,6990.0,4.0,2015.0,Non Fiction
326,,,,,,,,Love You Forever,Robert Munsch,4.8,18613.0,5.0,2015.0,Fiction
327,,,,,,,,Mindset: The New Psychology of Success,Carol S. Dweck,4.6,5542.0,10.0,2015.0,Non Fiction
328,,,,,,,,"Oh, the Places You'll Go!",Dr. Seuss,4.9,21834.0,8.0,2015.0,Fiction
329,,,,,,,,Old School (Diary of a Wimpy Kid #10),Jeff Kinney,4.8,6169.0,7.0,2015.0,Fiction
330,,,,,,,,"Publication Manual of the American Psychological Association, 6th Edition",American Psychological Association,4.5,8580.0,46.0,2015.0,Non Fiction
331,,,,,,,,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Johanna Basford,4.7,9366.0,9.0,2015.0,Non Fiction
332,,,,,,,,StrengthsFinder 2.0,Gallup,4.0,5069.0,17.0,2015.0,Non Fiction
333,,,,,,,,The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,25554.0,8.0,2015.0,Non Fiction
334,,,,,,,,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.7,4725.0,16.0,2015.0,Non Fiction
335,,,,,,,,The Book with No Pictures,B. J. Novak,4.8,8081.0,8.0,2015.0,Fiction
336,,,,,,,,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,4.8,23358.0,12.0,2015.0,Non Fiction
337,,,,,,,,The Day the Crayons Quit,Drew Daywalt,4.8,8922.0,9.0,2015.0,Fiction
338,,,,,,,,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,23308.0,6.0,2015.0,Non Fiction
339,,,,,,,,The Girl on the Train,Paula Hawkins,4.1,79446.0,18.0,2015.0,Fiction
340,,,,,,,,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,22641.0,11.0,2015.0,Non Fiction
341,,,,,,,,The Martian,Andy Weir,4.7,39459.0,9.0,2015.0,Fiction
342,,,,,,,,The Nightingale: A Novel,Kristin Hannah,4.8,49288.0,11.0,2015.0,Fiction
343,,,,,,,,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…",Ree Drummond,4.8,3428.0,14.0,2015.0,Non Fiction
344,,,,,,,,The Very Hungry Caterpillar,Eric Carle,4.9,19546.0,5.0,2015.0,Fiction
345,,,,,,,,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,7508.0,16.0,2015.0,Non Fiction
346,,,,,,,,The Wright Brothers,David McCullough,4.7,6169.0,16.0,2015.0,Non Fiction
347,,,,,,,,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Thug Kitchen,4.6,11128.0,23.0,2015.0,Non Fiction
348,,,,,,,,To Kill a Mockingbird,Harper Lee,4.8,26234.0,0.0,2015.0,Fiction
349,,,,,,,,What Pet Should I Get? (Classic Seuss),Dr. Seuss,4.7,1873.0,14.0,2015.0,Fiction
350,,,,,,,,Wonder,R. J. Palacio,4.8,21625.0,9.0,2015.0,Fiction
351,,,,,,,,10-Day Green Smoothie Cleanse,JJ Smith,4.7,17350.0,8.0,2016.0,Non Fiction
352,,,,,,,,A Man Called Ove: A Novel,Fredrik Backman,4.6,23848.0,8.0,2016.0,Fiction
353,,,,,,,,"Adult Coloring Book Designs: Stress Relief Coloring Book: Garden Designs, Mandalas, Animals, and Paisley Patterns",Adult Coloring Book Designs,4.5,2313.0,4.0,2016.0,Non Fiction
354,,,,,,,,Alexander Hamilton,Ron Chernow,4.8,9198.0,13.0,2016.0,Non Fiction
355,,,,,,,,Between the World and Me,Ta-Nehisi Coates,4.7,10070.0,13.0,2016.0,Non Fiction
